"IGKC"
"KRT1"
"IGHV3-30"
"CDKN3"
"IGHV1-18"
"IGHV3-15"
"C10orf10"
"CD36"
"IDO1"
"MYL9"
"HNRNPAB"
"CD9"
"TFDP1"
"CCNA2"
"PCNA"
"CLEC9A"
"RP11-20B24.2"
"MYB"
"TSPO2"
"PRSS2"
"NME1"
"CDK6"
"CXCL8"
"MBOAT2"
"PYCR1"
"AC002454.1"
"TUBB1"
"CST3"
"AREG"
"HLA-DQA1"
"CTSE"
"SMIM10"
"UHRF1"
"MYLK"
"GATA2"
"SMC4"
"PLEK"
"HSP90AB1"
"CRHBP"
"KLRB1"
"SLC25A39"
"LTBP1"
"CCL2"
"TMEM40"
"ENHO"
"TUBA1C"
"FAM89A"
"FHL2"
"ISOC2"
"SOX4"
"IGHE"
"MPST"
"TPM2"
"CCNE1"
"NKG7"
"DNAJC9"
"CLEC11A"
"CMTM8"
"RP5-887A10.1"
"AURKB"
"HSPE1"
"SELP"
"TPGS2"
"FBXO7"
"TMEM14B"
"PTPRS"
"DPEP1"
"HMGN2"
"DNASE1L3"
"METAP2"
"TRDC"
"ALDH1A1"
"CST6"
"PBX1"
"PLD4"
"MGST3"
"PRKAR2B"
"SERPINF1"
"CLDN3"
"NNMT"
"PRDX4"
"LYZ"
"H1F0"
"ADD2"
"ID3"
"IFITM3"
"PVT1"
"IGLV3-21"
"MCM7"
"YBX3"
"IRF7"
"PRC1"
"CP"
"MDK"
"RETN"
"GMNN"
"PSMG1"
"HRASLS2"
"IGKV2-30"
"KCNE5"
"HMGB3"
"EIF5A"
"CENPE"
"SLC39A3"
"SERBP1"
"AURKA"
"CD74"
"CYGB"
"IGSF10"
"CTB-50L17.16"
"GAPDH"
"CLIC3"
"HIST1H1B"
"UBE2T"
"HLA-DRA"
"IGHV1-24"
"STRADB"
"DHFR"
"HLA-DPA1"
"DMTN"
"GZMH"
"PRDM16"
"ASPM"
"ZWINT"
"FADS2"
"IGFBP7"
"FTH1"
"MINPP1"
"ARHGAP6"
"CDCA3"
"ACY3"
"C19orf48"
"CCL5"
"UNG"
"EGR1"
"MRPL12"
"PA2G4"
"RPLP0"
"GCSH"
"C12orf75"
"NRGN"
"PPP1R14B"
"PAICS"
"S100A12"
"SPC24"
"CDT1"
"DTYMK"
"GINS2"
"GSN"
"HIST1H2AC"
"GTSE1"
"HSPA8"
"JUN"
"C6orf25"
"FAM210B"
"CSF1"
"WBP5"
"DNAJA4"
"DLGAP5"
"GMPR"
"SRM"
"SLC38A5"
"C2orf88"
"C1QC"
"ODC1"
"AQP1"
"CD1C"
"CCT2"
"TCL1B"
"CFAP73"
"IGKV2D-29"
"LPCAT3"
"CTA-392E5.1"
"BOLA3"
"STOML2"
"CMC1"
"CD79A"
"IGKV1-8"
"NMNAT3"
"LINC00152"
"GYPE"
"CENPM"
"ATP5G3"
"CENPW"
"SNRPD1"
"RHOBTB3"
"NAA38"
"FXN"
"CTTN"
"SLC25A5"
"MRPL37"
"LRRC75A"
"RNASE2"
"ANXA3"
"BEX1"
"SPTA1"
"EIF3A"
"FSCN1"
"PARVB"
"CXCL2"
"PDLIM7"
"FGFBP2"
"C1QBP"
"PTMA"
"SLIRP"
"TOMM40"
"GZMK"
"IGLV3-1"
"TPSAB1"
"ID1"
"MMRN1"
"PLPP3"
"TAF9"
"TIMM13"
"ATP5G1"
"MPP1"
"ADIRF"
"LINC01133"
"MYBL2"
"IGLV5-48"
"MND1"
"GUCY1B3"
"LEPR"
"SCCPDH"
"CD59"
"SLC29A1"
"TXN"
"SLBP"
"CHRDL1"
"RAB27B"
"MAD2L1"
"CPOX"
"XCR1"
"KLRC1"
"RPA3"
"EBNA1BP2"
"LRRC59"
"ESM1"
"CMTM5"
"FEN1"
"RBPMS2"
"PDZK1IP1"
"SMC2"
"CLDN5"
"CPA3"
"XBP1"
"CENPH"
"GCLM"
"HNRNPA1"
"H2AFV"
"CLSPN"
"FST"
"IGHV5-51"
"LYL1"
"EMILIN1"
"ANP32B"
"MED12L"
"BCYRN1"
"MCM5"
"CTNNAL1"
"TUBB2A"
"OAT"
"CCDC34"
"NOP10"
"IGHV3-7"
"SPON2"
"TCP1"
"CDCA8"
"RASD1"
"H2AFX"
"KLRC2"
"PNMT"
"EVA1B"
"CALD1"
"PBK"
"CD82"
"WFDC1"
"NARF"
"CISD2"
"HDGF"
"LMO2"
"ORC6"
"SLC37A1"
"TCF4"
"OVOS2"
"SNRPE"
"SPC25"
"PIF1"
"LCN2"
"ARL6IP1"
"PAFAH1B3"
"UROS"
"IGKV3-11"
"PTMS"
"NPM1"
"IGKV3D-20"
"TSPAN15"
"TLN1"
"SRSF2"
"DHCR24"
"IFI27"
"PKLR"
"MS4A1"
"DKC1"
"COX5A"
"CLEC1B"
"ENG"
"AKAP12"
"TNFRSF13B"
"EREG"
"SLC16A9"
"HLA-DRB5"
"SEPP1"
"MARCKSL1"
"TPM4"
"MEST"
"ABCB10"
"TBXA2R"
"SMPD3"
"NGFRAP1"
"S100B"
"AHCY"
"B3GALNT1"
"CDKN1C"
"SSRP1"
"DEK"
"PXMP2"
"YWHAE"
"CDC42BPA"
"ATP5B"
"IGKV1-6"
"RAD51AP1"
"RPS2"
"TIMM10"
"E2F4"
"CDCA7"
"ASAP2"
"CD79B"
"RP11-290F5.1"
"GP1BA"
"DNPH1"
"IL1B"
"SLC43A3"
"PHB"
"KLRF1"
"SGOL1"
"RRM1"
"RAB13"
"ELOVL6"
"SNRPG"
"SNRPB"
"CAPSL"
"KLRD1"
"EPAS1"
"CD34"
"EFNB2"
"LGALSL"
"IGKV1-39"
"CALR"
"ALAD"
"MS4A7"
"DAAM1"
"OLFML3"
"CRMP1"
"ITGA2"
"LRRCC1"
"NUF2"
"HPGDS"
"KAZN"
"RUVBL2"
"ITGB5"
"NASP"
"GAS6"
"TAL1"
"LCN6"
"VDAC3"
"IGHV3-33"
"SLC48A1"
"DNM3"
"UQCC2"
"THBS1"
"APOL4"
"POLD2"
"ASF1B"
"CCDC50"
"HRAT92"
"NOP16"
"PSMB5"
"CDCA5"
"ICAM4"
"COPS3"
"NUCB2"
"CDCA4"
"RGS1"
"CDKN2D"
"CCT5"
"IGFBP2"
"CKAP2L"
"CYC1"
"HLA-DRB1"
"GADD45GIP1"
"WDR34"
"DEPDC1"
"TRIM10"
"CAT"
"MCM3"
"TGFB1I1"
"RCL1"
"CENPN"
"ILF2"
"LDHA"
"PKIG"
"RGS18"
"FAM64A"
"FADS1"
"ZCCHC12"
"EPB42"
"IMPDH2"
"IGLV1-40"
"GP6"
"ADCY6"
"ECI2"
"SPIB"
"RPS26"
"DYNLL1"
"PRDX3"
"KIFC1"
"RPL7A"
"CHAF1A"
"CACYBP"
"TMSB15A"
"C15orf48"
"PCCB"
"MTCH2"
"SPARC"
"CCDC81"
"ALYREF"
"SPAG4"
"PLA2G12A"
"CDO1"
"SMS"
"FAM83D"
"RHD"
"FAH"
"EEF1B2"
"MXD3"
"LGALS1"
"IGLV3-9"
"IGLV3-19"
"SMIM5"
"LST1"
"IGKV3-20"
"YWHAH"
"ILK"
"SOX6"
"SLC44A4"
"PEBP1"
"UGCG"
"ATG3"
"BLVRA"
"NUCKS1"
"SERPINE2"
"GAL"
"SLC40A1"
"TESC"
"PDE5A"
"HAGH"
"PRF1"
"CTXN1"
"KRT5"
"PPA2"
"ATAD3A"
"LAT"
"PRSS21"
"HMGN1"
"TRIB1"
"MT-CO2"
"GGH"
"TIMP3"
"STK25"
"TRAP1"
"GAR1"
"SLC39A8"
"CENPV"
"TUBB6"
"PDGFA"
"HADH"
"HJURP"
"TREML1"
"HPRT1"
"SGOL2"
"MRPL51"
"MFSD2B"
"MCM2"
"CAMK1"
"PROS1"
"ACHE"
"KALRN"
"MCM4"
"POLE3"
"VWF"
"C11orf96"
"BEST3"
"KLK1"
"ESAM"
"HDAC2"
"NTM"
"AK6"
"A4GALT"
"DNAAF1"
"RPL37A"
"CMBL"
"RP11-797H7.5"
"NECAB1"
"PGF"
"C20orf27"
"KEL"
"RP11-403P17.4"
"LINC01272"
"TROAP"
"BSG"
"HN1"
"HBZ"
"RP3-333H23.8"
"PDZD8"
"PPM1G"
"HSPA1B"
"HACD1"
"PRDX1"
"NREP"
"DLEU1"
"ITPKA"
"ARV1"
"MYH10"
"GNAZ"
"ANKRD28"
"ANKLE1"
"MRPS34"
"FCRL5"
"XCL1"
"ACKR1"
"HACD3"
"SLC25A3"
"PKIB"
"DDX39A"
"CR1L"
"CHCHD2"
"STRA13"
"BPGM"
"NLRP7"
"IGFBP5"
"CKAP2"
"MMP9"
"MIR4435-2HG"
"DNAJB9"
"SOCS2"
"GZMA"
"CMSS1"
"BOP1"
"GSPT1"
"SAMD14"
"CEP55"
"TMEM106C"
"EPDR1"
"GRTP1"
"TFDP2"
"AP001189.4"
"SHD"
"ENOSF1"
"CST7"
"FAM212A"
"CD38"
"ISYNA1"
"C1orf54"
"AIG1"
"PTRF"
"FBLN1"
"TTLL12"
"CCDC3"
"MYDGF"
"PAK1IP1"
"H2AFY"
"ABHD11-AS1"
"KIF23"
"NPM3"
"SUPT16H"
"CDCA2"
"PPIA"
"CHCHD3"
"HLA-DQB1"
"HES4"
"LRRC26"
"UBE2J1"
"CD1E"
"EZH2"
"C9orf40"
"SLC25A21"
"TSTA3"
"EIF4EBP1"
"GJA4"
"MYEOV"
"MCM6"
"MFAP4"
"CPVL"
"LAGE3"
"NDC80"
"ACTN1"
"HGD"
"RP11-672A2.6"
"DUSP2"
"EBF1"
"ATAD5"
"CAV1"
"TGM2"
"CSF2RB"
"ENPP1"
"ZNF385D"
"AC016629.3"
"ALOX12"
"ARHGAP11A"
"HRASLS"
"TRGC2"
"HSD3B7"
"MANF"
"REC8"
"LAPTM4B"
"RAG2"
"CDC6"
"TPI1"
"RAMP1"
"PHGDH"
"DCTPP1"
"NUDC"
"MT-CO3"
"IRF4"
"HELLS"
"LGALS2"
"IL3RA"
"POLE2"
"TSPAN13"
"DHRS11"
"MAP7"
"IGFBP6"
"CD72"
"HOPX"
"GGCT"
"PRKDC"
"PPIF"
"KIF20B"
"RP11-524N5.1"
"E2F1"
"AMMECR1"
"COCH"
"GCAT"
"DSCC1"
"PKMYT1"
"TRBV3-1"
"RP11-164H13.1"
"HIST1H1D"
"DEPDC1B"
"PPIB"
"ENO1"
"FOXM1"
"IGLV9-49"
"YWHAQ"
"CASP3"
"TMEM97"
"MGST1"
"DAZAP1"
"PPT2"
"CHPT1"
"EBPL"
"CYCS"
"SDF2L1"
"MIF"
"SLC2A1"
"NET1"
"PHB2"
"GSTM3"
"VSIG4"
"GNA15"
"FKBP1B"
"DOK6"
"RP11-879F14.2"
"RP11-301G19.1"
"TST"
"MRPS15"
"CFD"
"NPR3"
"GAS2L1"
"TRIP13"
"CRYGD"
"CCDC68"
"TRGC1"
"NEK2"
"CHEK1"
"MAP1A"
"TRIM58"
"RNASEH2A"
"TMEM14A"
"NFE2"
"MTHFD1"
"AMD1"
"IGHV1-2"
"POC1A"
"SPSB1"
"SMARCA4"
"ATP5A1"
"NHP2"
"SRI"
"SNRNP25"
"RRP7A"
"MRPL27"
"RAD23A"
"CDC45"
"XRCC2"
"SOD1"
"GLDC"
"LMNB1"
"KIF15"
"KIF2C"
"HDAC7"
"THOC3"
"RPS23"
"LINC00309"
"KIF20A"
"MCM10"
"RPS17"
"PCAT18"
"PLAC8"
"FAM111B"
"ADA"
"CD320"
"DTL"
"PIR"
"S100A6"
"STXBP6"
"CAST"
"CTHRC1"
"IGHEP1"
"AC104024.1"
"HTRA2"
"ARL2"
"ABCB9"
"KIF14"
"FCER1G"
"RFC4"
"NCAPH"
"LINC01480"
"IGHV1-69-2"
"PVRL1"
"TNF"
"SLC43A1"
"SRPK1"
"LSM4"
"F13A1"
"SRRD"
"ANGPT1"
"SIGMAR1"
"CKB"
"NDUFAF3"
"NOLC1"
"FOS"
"MRPL3"
"UMODL1"
"HSPA9"
"STOM"
"SNRPF"
"GCSAML"
"GPATCH4"
"SORD"
"ARPP21"
"RNASEH2B"
"RIF1"
"TXNL1"
"OSBP2"
"GTSF1"
"PPIL1"
"RP11-498P14.5"
"NT5M"
"NOS1AP"
"ST6GALNAC4"
"RFC3"
"PPP1R17"
"ADSL"
"XK"
"TEX30"
"SLC45A3"
"PDIA6"
"OSGEPL1-AS1"
"LGMN"
"MGLL"
"RUVBL1"
"UBB"
"PDHA1"
"LINC00996"
"CHPF"
"CLNK"
"AIF1"
"IGLV3-10"
"GLRX3"
"RCCD1"
"C21orf58"
"LTBP2"
"ATAD2"
"FANCI"
"RP11-1008C21.1"
"IARS"
"BRCA1"
"BUB1"
"FN3K"
"SQLE"
"GOLIM4"
"FCN1"
"SFPQ"
"CASP6"
"TMEM141"
"MTURN"
"HMHB1"
"MAP2K2"
"CCT7"
"MNS1"
"EEF1E1"
"SET"
"CCDC86"
"XCL2"
"IGFBP3"
"BANK1"
"ESCO2"
"ANP32E"
"CENPK"
"DCUN1D5"
"PARP1"
"CCNF"
"ERH"
"PMP22"
"PCDH9"
"SMC1A"
"SAC3D1"
"NGFR"
"AIRE"
"SMC3"
"RNASE1"
"CCDC28B"
"CLDN10"
"FCGR3B"
"CLEC14A"
"AC079767.4"
"PDIA4"
"IGHV3-21"
"ACTG1"
"VDAC1"
"RAD51"
"NCAPG"
"TBC1D7"
"NDUFAB1"
"MRPL13"
"TUBB2B"
"MTHFD2"
"IL1R2"
"HBS1L"
"ANXA2"
"GTF3C6"
"AP2M1"
"KPNB1"
"AJ006998.2"
"MGST2"
"MLLT3"
"OIP5"
"FOSB"
"KRT13"
"ATIC"
"SKA3"
"IGHV3-23"
"LRR1"
"TM7SF3"
"ANKRD9"
"LYAR"
"CLN6"
"POMGNT2"
"VARS"
"AC005480.1"
"CYB5A"
"SPTB"
"POLR2F"
"SRD5A3"
"GNL3"
"RNF24"
"NDUFV2"
"MRPS2"
"BAALC"
"CCDC26"
"MRPL4"
"RFC5"
"NPDC1"
"HIST1H3H"
"SRSF3"
"ACSS1"
"PRKAB1"
"TRBC1"
"LAIR2"
"MCUR1"
"GLRX"
"CMAS"
"GTF3A"
"CRELD2"
"RP11-154J22.1"
"PSRC1"
"CRLS1"
"HK1"
"AK2"
"LDHB"
"ACOT7"
"XRCC6BP1"
"TFPI"
"MORF4L2"
"EBF4"
"CTSL"
"MRTO4"
"ILF3"
"TALDO1"
"UQCRQ"
"CBX5"
"UQCRH"
"VRK1"
"CXCL3"
"DUSP5"
"AP001171.1"
"SMTN"
"TRIP6"
"NUTF2"
"FAM195A"
"MRPL35"
"PIP5K1B"
"KEAP1"
"MS4A6A"
"HIST2H2AC"
"BATF3"
"PRMT1"
"NDUFA8"
"RP1-244F24.1"
"UBE2M"
"RHOC"
"IFRD2"
"CASC5"
"VAT1L"
"RP11-1072C15.4"
"NT5DC2"
"TIMM50"
"CYB5D2"
"KIAA1524"
"CREG1"
"DPH2"
"RAI14"
"RILP"
"CD3EAP"
"RACGAP1"
"TIMM8B"
"NUDT1"
"CLEC4C"
"NID2"
"UCHL3"
"RCC1"
"HNRNPD"
"DBF4"
"TMPRSS9"
"PRPS2"
"POU2AF1"
"SIVA1"
"ZFYVE21"
"SKA1"
"GLUL"
"ANLN"
"RHEB"
"C16orf59"
"HRK"
"STAG3"
"POLR3K"
"TPRKB"
"MYT1"
"BLK"
"DNMT1"
"RPS5"
"CXADR"
"UGT3A2"
"SFXN4"
"DPEP3"
"BCL11A"
"CDH1"
"ARG1"
"ICA1"
"LDB1"
"MIS18A"
"USP1"
"CADM1"
"TMOD1"
"WDR43"
"TOP1"
"IGF1"
"TUFM"
"PIGQ"
"HES1"
"KIF11"
"KMT5A"
"PSMD14"
"MEIS1"
"CCT3"
"PDAP1"
"TIMELESS"
"TANGO2"
"MYL6B"
"MRPL15"
"KLHDC3"
"DFNA5"
"CYP1B1"
"STEAP3"
"MACROD1"
"ETFA"
"EAF2"
"NUP37"
"SREBF1"
"CCL3L3"
"IGLV7-43"
"MSRB3"
"MELK"
"CCR10"
"FBXO5"
"RBBP7"
"KNSTRN"
"C17orf99"
"RFK"
"RPLP1"
"CRNDE"
"RASGRP3"
"NOP58"
"EPHB1"
"SPDL1"
"RP11-382A20.4"
"POLDIP2"
"TRIM28"
"PARM1"
"IRX1"
"PRKAR1B"
"SERPINB2"
"PPA1"
"RAMP2"
"AIM2"
"FLT3"
"FAM45A"
"CHAC2"
"DNAJA1"
"LPL"
"GPRC5D"
"RAB3IL1"
"EFCAB10"
"LINC01474"
"LRRC4C"
"TTC36"
"GALNT8"
"CABP1"
"CTC-297N7.1"
"SHCBP1"
"MRPS25"
"SERPINA1"
"SLC1A5"
"PARPBP"
"FCER2"
"BRCA2"
"MUC1"
"RPS4X"
"SSPN"
"RPL26L1"
"TXN2"
"RPS18"
"DAB2"
"EIF2AK1"
"PLTP"
"SPX"
"KIT"
"IQGAP3"
"HIST1H2BG"
"P4HB"
"CCT4"
"PDIA2"
"NOP56"
"KIR2DL4"
"KRBOX1"
"NADK2"
"RNASE3"
"SH3GLB2"
"SNHG19"
"SLC22A16"
"MAP3K7CL"
"COA4"
"MRPL18"
"RIOK1"
"MGAT4B"
"GBGT1"
"PSMB2"
"DHRS13"
"CHID1"
"TMEM246"
"IGLC5"
"WHSC1"
"RP11-16E12.2"
"IGLV2-23"
"H3F3A"
"RP11-1399P15.1"
"PSMC3IP"
"DHRS9"
"GARS"
"MRPL16"
"VCL"
"CDKN2C"
"AGFG2"
"RNF187"
"ATP1B2"
"C8orf88"
"EI24"
"OLA1"
"HSPB1"
"MAFB"
"LIG1"
"TPPP3"
"SUCNR1"
"ESPN"
"NDUFAF6"
"FAM129C"
"CHAC1"
"VCAN"
"VBP1"
"CD160"
"LGALS3"
"COL18A1"
"ADRA2A"
"PLPP5"
"EPSTI1"
"ZYX"
"PRR11"
"RAB6B"
"POLD1"
"MRPL11"
"MME"
"SLAMF9"
"BCL2L12"
"SUB1"
"FH"
"ACTL6A"
"RP11-291B21.2"
"SSSCA1"
"PTGS1"
"CD8B"
"CD14"
"WEE1"
"DDX21"
"TP53RK"
"GAD1"
"CCR9"
"HCAR3"
"FKBP3"
"DDX1"
"FAM136A"
"TTK"
"MAT2A"
"PLIN2"
"SSB"
"ZBTB32"
"PSMD12"
"GPSM2"
"TSPAN33"
"FANK1"
"CTSV"
"EIF4A3"
"GOT2"
"AIMP2"
"ECI1"
"RP5-1028K7.2"
"LEPROT"
"NDUFB9"
"MICALL2"
"APOBEC3C"
"MRPL20"
"SPN"
"ERICH1-AS1"
"CRB1"
"PSMC3"
"ZNF683"
"TMEM210"
"BTBD6"
"BCCIP"
"RTKN2"
"FHL1"
"EXO1"
"POP7"
"C3orf80"
"CTDSPL"
"VRK2"
"H1FX"
"IGLV1-51"
"PSMD1"
"IGHV3-74"
"ROGDI"
"HOXA10"
"TGS1"
"B3GNT7"
"MYCN"
"KIF4A"
"HSPB11"
"CLNS1A"
"CDC42EP4"
"HIST1H1C"
"APEH"
"RBP7"
"APITD1"
"LAT2"
"GRPEL1"
"MPDU1"
"SAMM50"
"IGLV3-27"
"CCDC112"
"SHMT1"
"TNFRSF18"
"HSD11B1"
"RP11-673E1.1"
"RADIL"
"PRKG1"
"CTD-2509G16.5"
"ARHGDIG"
"SRXN1"
"PNPLA4"
"SEPT11"
"FUT7"
"THOP1"
"RRP1"
"RP11-338I21.1"
"HN1L"
"HOMER2"
"GATA2-AS1"
"RAC3"
"PGP"
"PPAN"
"MZT1"
"ZBED2"
"SLPI"
"POMP"
"SLC25A10"
"MTHFD1L"
"VPS29"
"GPT"
"NDUFC1"
"FBXO27"
"ISOC1"
"RPSA"
"CLUH"
"C5orf30"
"PHF19"
"LIMS1"
"CRYM"
"STAT5A"
"TNNT1"
"DPPA4"
"C1R"
"KCNN4"
"B9D1"
"RALBP1"
"BAG1"
"ARHGAP11B"
"MLEC"
"PABPC4"
"MRPS16"
"C11orf74"
"PITHD1"
"SMARCC1"
"CYBRD1"
"APEX1"
"YEATS4"
"PSMA4"
"HSPBP1"
"RP4-665J23.1"
"KHSRP"
"MYCT1"
"FERMT3"
"BUB1B"
"MRPL32"
"CYP2E1"
"RPS6KL1"
"MSH6"
"NDUFB6"
"EXOSC3"
"C17orf89"
"RPL4"
"CLECL1"
"RPS3"
"HAUS6"
"LSM2"
"SLC24A3"
"MRPL19"
"CD70"
"FANCD2"
"IFIT1"
"NEFL"
"CDC27"
"GTF2A2"
"NIPSNAP3A"
"MRPL17"
"PTGER3"
"RPL39L"
"BZW2"
"SLC7A5"
"HPDL"
"LINC00926"
"LINC01013"
"METTL13"
"TYROBP"
"UQCRC1"
"LAMP5"
"RNF5"
"BASP1"
"AFMID"
"PLBD1"
"RPS24"
"NEFH"
"GUCD1"
"SLC37A4"
"C17orf58"
"EXOSC8"
"RFC2"
"CPB1"
"IPO5"
"CALM3"
"KIF9"
"CTC-425F1.4"
"MAZ"
"SPTBN2"
"SSX2IP"
"LMAN1"
"MALSU1"
"ORC1"
"CES1"
"ADCK3"
"PSMD6"
"IGF2BP2"
"PPM1J"
"PROM1"
"RP13-516M14.4"
"NDUFA6"
"IL17RE"
"WDR76"
"TRBV6-2"
"MSH2"
"SRSF7"
"SDC4"
"TMEM125"
"HOXB5"
"VIMP"
"EIF3B"
"METTL5"
"ISG15"
"MT1G"
"GPN3"
"BLNK"
"SASS6"
"BAZ1B"
"FKBP2"
"MRPL1"
"P2RY6"
"PISD"
"FN1"
"KIF18A"
"MOXD1"
"C1orf186"
"NDUFS3"
"AEBP1"
"KIRREL3"
"MT-ND1"
"KANK2"
"LTV1"
"ATP5J"
"HLTF"
"P2RX5"
"ST6GALNAC1"
"KLRG1"
"TRH"
"KLHL23"
"C16orf95"
"SPRR2F"
"TMEM237"
"BIK"
"LILRB4"
"SRP72"
"CCND1"
"APP"
"GART"
"ACSBG1"
"ITGB1"
"HPS1"
"SLC25A15"
"EIF4H"
"UBASH3B"
"NLGN1"
"AZGP1"
"HDC"
"LL21NC02-21A1.1"
"RP11-338C15.3"
"RP11-768B22.2"
"PITX1"
"THSD7A"
"RP11-798K3.3"
"DSN1"
"TNFRSF21"
"TMPO"
"MMAB"
"IMPA2"
"CCDC15"
"AQP3"
"BCL7A"
"RQCD1"
"THOC7"
"ACADVL"
"COA1"
"ACAA2"
"TIMD4"
"XRCC5"
"TMA16"
"CFAP45"
"MIR3945HG"
"F2RL3"
"FAM207A"
"RARRES2"
"DUSP4"
"LSM5"
"TARS"
"YARS"
"NUP62"
"FDPS"
"TFAM"
"MRPS9"
"GSE1"
"CLLU1OS"
"DBN1"
"ARL4A"
"CPXM1"
"CTNNBL1"
"MRPL42"
"PRIM1"
"TRAV20"
"NCKAP5"
"BYSL"
"FAM234A"
"RBFA"
"CLGN"
"RMDN3"
"WIPF3"
"TSFM"
"MRPS17"
"ATP5C1"
"IGSF6"
"ACOT13"
"EXOSC5"
"FARSA"
"NFIX"
"METTL1"
"EPHB4"
"FN3KRP"
"PON2"
"CSE1L"
"UBE2F"
"SNRNP40"
"RPN2"
"RP11-20D14.6"
"EML6"
"NENF"
"PHACTR1"
"GAS2L3"
"MAP2K3"
"UQCC3"
"PUS7"
"BOLA3-AS1"
"MRC1"
"TPSB2"
"TCF7L2"
"AP2A1"
"MT1E"
"SEC14L4"
"LHFP"
"WDR12"
"DPCD"
"ZNF22"
"LCNL1"
"SPHK1"
"TMEM176A"
"PSMB7"
"BTG3"
"CHAF1B"
"NDRG2"
"MMADHC"
"ALOX5AP"
"SNRPD3"
"FAM72D"
"RAB32"
"SCNN1B"
"C3orf52"
"HIGD1A"
"PRPF19"
"TCERG1"
"PUS1"
"CDCA7L"
"FAXDC2"
"CNKSR3"
"SNRPA1"
"STRBP"
"PES1"
"RP11-98O2.1"
"PLA2G2D"
"NDUFS5"
"PHEX"
"CIT"
"TNNI2"
"KCNK17"
"NDUFS8"
"EMP1"
"CTPS1"
"CENPP"
"C1orf198"
"ASIP"
"EGLN3"
"WDHD1"
"B4GALT2"
"MRPL47"
"GMPS"
"CLTA"
"POLR2I"
"EIF5B"
"TAGLN2"
"TSPAN4"
"ECH1"
"SPRY1"
"ZNF593"
"SMARCB1"
"FOXJ1"
"SYNCRIP"
"CITED2"
"RBX1"
"SNX8"
"TRBVB"
"MAPK12"
"DCAF11"
"SLC39A4"
"EMID1"
